symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Fads2	9743.405398763616	0.32906526155242066	0.028613534764779677	1.6730481339809916e-31	5.367696096522348e-29
Irf8	21060.413900109284	-0.2918137874711786	0.02606763327525385	8.953718523454098e-30	2.7950121336728338e-27
Gbp6	2674.4208718082264	-0.4167647400262587	0.03823129105791086	2.567135685446111e-29	7.802741359711205e-27
Trp53i11	1877.7618093356543	0.4258131928502222	0.04069094472856055	2.2398749627478686e-27	6.633475851214841e-25
Map3k20	358.98953645199606	0.8787189426309454	0.0830838787242598	3.0573849572785804e-27	8.828199064141901e-25
Asns	3186.7619832856217	-0.37112354288227045	0.035711816507689835	1.6595824740594883e-26	4.675165262289534e-24
Pnpla3	242.1876718121721	1.2344198332099292	0.11843384129838783	1.8949730245900632e-26	5.211175817622674e-24
Gprin3	2052.034156275199	0.5169581133197922	0.05311456007191963	3.5957845121136117e-25	9.658444445328422e-23
Wnt10b	911.322149241095	0.5495206445283657	0.05732363021869061	8.659246966613338e-25	2.273052328736001e-22
Fut7	157.38492717524383	1.2314649326888345	0.12360287171750144	2.1439836642306675e-24	5.502891404858713e-22
Cpd	1812.8413442738233	0.39864967789502237	0.04072816874947176	4.335248884383758e-24	1.0885244481441827e-21
Zbp1	1283.734758839304	-0.4774226083552626	0.049928749605176174	5.071987378896812e-24	1.246413919707621e-21
